Cell Data,Filename,Table Number,IsQuestion
"1 
2",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Are there any adults or teenagers in the 
street or on the pavements arguing, fighting, 
drinking, or behaving in any kind of hostile or 
threatening way?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"No–one seen in the street or pavement
None observed behaving in hostile ways
Yes, one or two arguing etc.
   Yes, at least one group of three or more",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
4",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"How did you feel parking, walking, waiting at 
the door in the street?",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"Very comfortable, can imagine living/ 
shopping here
Comfortable - a safe and friendly place
Fairly safe and comfortable
I would be uncomfortable living/ 
working/shopping here
I felt like an outsider, looked on 
suspiciously
            I felt afraid for my personal safety",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"1 
2 
3 
 
4 
 
5 
6",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
"Did you notice anything else - positive or 
negative - about the street?  WRITE IN",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,1
"---------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------
---------------------------------------------------------------------------------------------------------",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\053_neighbourhood.json,2,0
