Cell Data,Filename,Table Number,IsQuestion
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,2,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,2,0
41.   I am shy,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,2,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,2,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,2,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,2,0
"Name: ______________________Date: __________________________
Directions:
Below is a list of statements that describe how people feel. Read each statement carefully and 
decide if it is “Not True or Hardly Ever True” or “Somewhat True or Sometimes True” or “Very 
True or Often True” for your child.  Then for each statement, fill in one circle that corresponds 
to the response that seems to describe your child for the last 3 months.  Please respond to all 
statements as well as you can, even if some do not seem to concern your child.",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"0
Not True 
or Hardly 
Ever True",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"1
Somewhat 
True or 
Sometimes 
True",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"2
Very True 
or Often 
True",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"When my child feels frightened, it is hard for him/her to breathe",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child gets headaches when he/she is at school,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child doesn’t like to be with people he/she doesn’t know well,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child gets scared if he/she sleeps away from home,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child worries about other people liking him/her,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"When my child gets frightened, he/she feels like passing out",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child is nervous,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child follows me wherever I go,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
People tell me that my child looks nervous,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child feels nervous with people he/she doesn’t know well,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child gets stomachaches at school,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"When my child gets frightened, he/she feels like he/she is going 
crazy",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child worries about sleeping alone,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child worries about being as good as other kids,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"When he/she gets frightened, he/she feels like things are not real",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"My child has nightmares about something bad happening to his/her  
parents",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child worries about going to school,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"When my child gets frightened, his/her heart beats fast",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
He/she gets shaky,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
My child has nightmares about something bad happening to him/her,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,3,0
"0
Not True 
or Hardly 
Ever True",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"1
Somewhat 
True or 
Sometimes 
True",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"2
Very True 
or Often 
True",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
21.   My child worries about things working out for him/her,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"22.   When my child gets frightened, he/she sweats a lot",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
23.   My child is a worrier,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
24.   My child gets really frightened for no reason at all,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
25.   My child is afraid to be alone in the house,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
26.   It is hard for my child to talk with people he/she doesn’t know well,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"27.   When my child gets frightened, he/she feels like he/she is choking",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
28.   People tell me that my child worries too much,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
29.   My child doesn’t like to be away from his/her family,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
30.   My child is afraid of having anxiety (or panic) attacks,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"My child worries that something bad might happen to his/her 
parents",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
32.   My child feels shy with people he/she doesn’t know well,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
33.   My child worries about what is going to happen in the future,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"34.   When my child gets frightened, he/she feels like throwing up",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
35.   My child worries about how well he/she does things,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
36.   My child is scared to go to school,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
37.   My child worries about things that have already happened,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
"38.   When my child gets frightened, he/she feels dizzy",C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,1
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
o,C:\Users\tates\Downloads\pdf-questionnaire-extraction-main\pdf-questionnaire-extraction-main\data\preprocessed_tables\018_scaredformparentandchildversio.json,4,0
