Text,IsQuestion,Note
,0,
NFAT31f8,0,
,0,
____ meses,0,
(  ) 99 NS,0,
,0,
FAT31g8,0,
(  ) 0 Não,0,
(  ) 1 Um pouco,0,
(  ) 2 Muito,0,
,0,
FAT31a1. Med. 1,0,
ABREV:,0,
,0,
FAT31b1,0,
CÓD: ___ ___,0,
,0,
NFAT31c1,0,
(  ) 1 Sim,0,
,0,
FAT31d1,0,
(  ) 1 Sim,0,
,0,
FAT31e1,0,
,0,
,0,
NFAT31f1,0,
,0,
,0,
FAT31g1,0,
(  ) 0 Não,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
30,0,
,0,
,0,
,0,
,0,
,0,
,0,
CONTI,0,
NUE,0,
,0,
ABAIX,0,
O,0,
,0,
FAT31a11. Você acha que seu(sua) filho(filha) se beneficiou de algum desses tratamentos NOS ÚLTIMOS 3 ANOS?,1,
(  ) 0 Nada; (  ) 1 Muito pouco; (  ) 2 Um pouco; (  ) 3 Muito; (   ) 99 NÃO SABE,0,
,0,
FAT31a12. O medicamento prescrito foi prescrito NOS ÚLTIMOS 3 ANOS por que tipo de profissional?,1,
(  ) 1 Psiquiatra; (  ) 2 Clínico geral ou médico de família (posto de saúde); (  ) 3 Pediatra; (  ) 99 NÃO SABE,0,
,0,
FAT31a13. O tratamento NOS ÚLTIMOS 3 ANOS foi: [LEIA OPÇÕES],1,
(  ) 1 Público/Gratuito; (  ) 2 Particular/Pago/Convênio; (  ) 3 Ambos; (  ) 99 NÃO SABE,0,
,0,
,0,
,0,
,0,
NFAT31b. NOS ÚLTIMOS 3 ANOS [NOME DO JOVEM] fez alguma terapia psicológica ou passou por um psicólogo?,1,
"(  ) 88 Já fez terapia psicológica, mas não nos últimos 3 anos",0,
(  ) 1 Sim,0,
(  ) 0 Não,0,
(  ) 99 NÃO SABE,0,
,0,
NFAT31c. NOS ÚLTIMOS 3 ANOS [NOME DO JOVEM] foi internado em hospital ou clínica para tratamento de problemas,1,
"de comportamento ou emocionais? (considerar internações em hospital, seja psiquiátrico ou não, ou clínicas especializadas,",1,
APENAS para TRATAMENTO DE PROBLEMAS DE SAÚDE MENTAL),1,
"(  ) 88 Já foi internado, mas não nos últimos 3 anos;",0,
(  ) 1 Sim,0,
(  ) 0 Não,0,
(  ) 99 NÃO SABE,0,
,0,
NFAT31d. NOS ÚLTIMOS 3 ANOS [NOME DO JOVEM] recebeu algum tratamento para uso de drogas?,1,
(  ) 1 Sim ↓ NFAT31d1,0,
,0,
(  ) 0 Não  NFAT32,0,
(  ) NÃO SABE  NFAT32,0,
,0,
,0,
"SE SIM, NFAT31d1. Descreva o tratamento recebido:",1,
,0,
__________________________________________________________________________________________________,0,
,0,
__________________________________________________________________________________________________,0,
,0,
__________________________________________________________________________________________________,0,
,0,
,0,
,0,
,0,
NFAT32. NOS ÚLTIMOS 3 ANOS [NOME DO JOVEM] fez algum acompanhamento ou tratamento para problemas na,1,
,0,
aprendizagem ou na linguagem?,1,
,0,
"(  ) 88 Já fez, mas não nos últimos 3 anos",0,
(  ) 1 Sim,0,
(  ) 0 Não,0,
(  ) 99 NÃO SABE,0,
,0,
,0,
,0,
NOS ÚLTIMOS 3 ANOS [NOME DO JOVEM] teve passagem por: [LEIA OPÇÕES],1,
,0,
,0,
NFAT33a. Assistente social?  (  ) 1 Sim; (  ) 0 Não; (  ) 99 NÃO SABE,1,
,0,
,0,
NFAT 33b. Conselho tutelar? (  ) 1 Sim; (  ) 0 Não; (  ) 99 NÃO SABE,1,
,0,
,0,
NFAT 33c. Promotoria ou juizado de menores? (  ) 1 Sim; (  ) 0 Não; (  ) 99 NÃO SABE,1,
,0,
,0,
"NFAT 33d. FEBEM/FASE/Fundação CASA, abrigos ou casas de passagem? (  ) 1 Sim; (  ) 0 Não; (  ) 99 NÃO SABE",1,
,0,
,0,
,0,
,0,
,0,
____________,0,
(  ) 99 NS,0,
,0,
(  ) 99 NS (  ) 0 Não,0,
(  ) 99 NS,0,
,0,
(  ) 0 Não,0,
(  ) 99 NS,0,
,0,
_____ anos,0,
(  ) 99 NS,0,
,0,
____ meses,0,
(  ) 99 NS,0,
,0,
(  ) 1 Um pouco,0,
(  ) 2 Muito,0,
,0,
FAT31a2. Med. 2,0,
ABREV:,0,
____________,0,
(  ) 99 NS,0,
,0,
FAT31b2,0,
CÓD: ___ ___,0,
(  ) 99 NS,0,
,0,
NFAT31c2,0,
(  ) 1 Sim,0,
(  ) 0 Não,0,
(  ) 99 NS,0,
,0,
FAT31d2,0,
(  ) 1 Sim,0,
(  ) 0 Não,0,
(  ) 99 NS,0,
,0,
FAT31e2,0,
,0,
_____ anos,0,
(  ) 99 NS,0,
,0,
NFAT31f2,0,
____ meses,0,
(  ) 99 NS,0,
,0,
FAT31g2,0,
(  ) 0 Não,0,
(  ) 1 Um pouco,0,
(  ) 2 Muito,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
31,0,
,0,
,0,
,0,
,0,
,0,
,0,
Uso de Serviços,0,
,0,
,0,
[LEIA] Eu vou fazer algumas perguntas sobre qualquer tratamento ou ajuda que [NOME DO JOVEM] já tenha,0,
"recebido por causa de problemas emocionais ou de comportamento, ou por problemas com o uso de álcool ou",0,
"drogas. Durante toda entrevista, quando eu falar sobre problemas emocionais ou de comportamento  eu também",0,
estou me referindo a problema com álcool ou drogas. Eu sei que seu filho pode nunca ter recebido ajuda por,0,
"esses tipos de problemas, mas eu tenho que fazer essas perguntas mesmo assim. Durante essa parte, vou",0,
"perguntar se o jovem pelo qual você é responsável, usou algum desses serviços [MOSTRAR CARTÃO CSV]",0,
,0,
,0,
"SVA. Desde a última entrevista, alguma vez [NOME DO JOVEM] passou a noite em um hospital, centro de tratamento,",1,
"residência terapêutica, abrigo ou Centro de Atendimento Socioeducativo para o Adolescente (CASA-antiga FEBEM) por",1,
"problemas emocionais ou de comportamento, ou por causa do uso de álcool ou de drogas?",1,
(   ) 0 Não   SV8a,0,
,0,
(   ) 1 Sim  ↓ SV1a,0,
(   ) 99 NÃO SABE   SV8a,0,
,0,
"SV1a. Desde a última entrevista, alguma vez [NOME DO JOVEM] passou a noite em um hospital psiquiátrico ou clínica",1,
psiquiátrica?,1,
(   ) 0  Não   SV2a,0,
(   ) 1  Sim ↓ SV1b,0,
,0,
(   ) 99 NÃO SABE   SV2a,0,
,0,
SV1b. Que idade [NOME DO JOVEM]  tinha na primeira vez em que passou a noite em um hospital psiquiátrico ou clínica,1,
"psiquiátrica, desde a última entrevista?",1,
|__|__|anos.  (   ) 99 NÃO SABE,0,
,0,
SV1c. [NOME DO JOVEM] passou a noite em um hospital psiquiátrico ou clínica psiquiátrica nos últimos doze meses?,1,
(   ) 0  Não   SV2a,0,
(   ) 1  Sim ↓ SV1d1,0,
(   ) 99 NÃO SABE   SV2a,0,
,0,
"SV1d1. Pensando nos últimos doze meses, quando começou o período de internação do(a) [NOME DO JOVEM] no hospital",1,
psiquiátrico ou clínica psiquiátrica (mês/ano)?,1,
|__|__| / |__|__|__|__| (mês/ano). (   ) 99 NÃO SABE,0,
,0,
SV1d2. [PERGUNTE SE [NOME DO JOVEM] AINDA ESTÁ EM TRATAMENTO NO SERVIÇO/COM O PROFISSIONAL. SE,1,
"SIM, CODIFIQUE 00/000; SE NÃO, PERGUNTE:] Pensando nos últimos doze meses, quando terminou o período de internação",1,
do(a) [NOME DO JOVEM] no hospital psiquiátrico ou clínica psiquiátrica nos últimos doze meses (mês/ano)?,1,
|__|__| / |__|__|__|__| (mês/ano). (   ) 99 NÃO SABE,0,
,0,
,0,
,0,
Aplicar Suplemento SV1,0,
,0,
,0,
,0,
SUPLEMENTO SV1 – INTERNAÇÃO EM HOSPITAL PSIQUIÁTRICO,0,
,0,
,0,
,0,
,0,
,0,
"SPA1. Durante os últimos doze meses, quantas vezes [NOME DO JOVEM] ficou internado(a), por pelo menos uma noite,",1,
,0,
em um hospital psiquiátrico ou clínica psiquiátrica?     |___|___|___| (    ) 99 NÃO SABE,1,
,0,
,0,
,0,
SPA1a. Qual o nome e endereço do hospital psiquiátrico ou clínica psiquiátrica em que [NOME DO JOVEM] ficou,1,
,0,
"internado nos últimos doze meses? [SE MAIS DE UM, COMECE PELO MAIS RECENTE]",1,
,0,
,0,
SPA1a_1n. Nome:_____________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPA1a_1e. Endereço; cidade/estado:______________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPA1a_2n. Nome:_____________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPA1a_2e. Endereço; cidade/estado:______________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPA1a_3n. Nome:_____________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
32,0,
,0,
,0,
,0,
SPA1a_3e. Endereço; cidade/estado:______________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
SPA2. Quantas noites [NOME DO JOVEM] passou em um hospital psiquiátrico ou clínica psiquiátrica durante os últimos,1,
,0,
doze meses? |___|___|___| (    ) 99 NÃO SABE,1,
,0,
,0,
,0,
SPA3. Quais foram os problemas emocionais ou de comportamento mais importantes que levaram [NOME DO JOVEM] a ficar,1,
,0,
internado(a)  em [SERVIÇO CITADO EM SPA1a_1n]? [REGISTRAR ATÉ TRÊS],1,
,0,
,0,
,0,
SPA3a. _____________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
SPA3b. _____________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
SPA3c. _____________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
"SPA4. Quem encaminhou [NOME DO JOVEM], ou disse para você levar [NOME DO JOVEM] para o",1,
,0,
[SERVIÇO CITADO EM SPA1a_1n? [LEIA AS ALTERNATIVAS E REGISTRE TODAS AS RESPOSTAS AFIRMATIVAS],1,
,0,
"(   ) 0  Escola ou professora;   (   ) 1 Amigo ou vizinho;   (   ) 2 Juiz, conselho tutelar ou polícia;   (   ) 3 Assistente social;",0,
,0,
"(   ) 4 Psiquiatra ou psicólogo;   (   ) 5 Pediatra ou médico de família;   (   ) 6 Padre, pastor ou outro líder religioso;",0,
,0,
"(   ) 7 Ninguém;   (   ) 8 Outros, especifique: _____________________________________________ ;   (   ) 99 NÃO SABE",0,
,0,
,0,
,0,
"SPA5. Agora eu vou ler uma lista de tipos de tratamento, serviços e programas de aconselhamento que podem ser oferecidos",1,
,0,
em um hospital psiquiátrico ou em uma clínica psiquiátrica.,1,
,0,
Na última vez que,1,
,0,
[NOME DO JOVEM] foi internado(a)  em um hospital psiquiátrico,1,
,0,
ou em uma clínica psiquiátrica ele(a):,1,
,0,
NÃO SIM NÃO SABE,1,
,0,
SPA5a. Participou de terapia ou aconselhamento? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA5b. Havia um profissional que coordenava o tratamento que,1,
,0,
ele recebia?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA5c. [NOME DO JOVEM] recebeu algum medicamento? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA5d. Realizou alguma avaliação ou teste? (   ) 0 (   ) 1 (   ) 8,1,
,0,
"SPA5e. Você ou alguém da sua família recebeu conselho,",1,
,0,
treinamento ou orientação sobre como lidar com [NOME DO,1,
,0,
JOVEM]?,1,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA5f. Você ou alguém da sua família recebeu conselho ou,1,
,0,
terapia para ajudar no relacionamento com outros membros da,1,
,0,
família?,1,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA5g. Você ou alguém da sua família recebeu terapia ou,1,
,0,
"conselho sobre como lidar com seus próprios problemas,",1,
,0,
preocupações ou estresse?,1,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA5h. Você ou alguém da sua família recebeu ajuda com o,1,
,0,
"aluguel, apoio financeiro, alimentos, roupa ou moradia?",1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA5i. Você ou alguém da sua família recebeu algum outro,1,
,0,
serviço?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
"SE SIM, ESPECIFIQUE: ___________________________________________________________",0,
,0,
,0,
,0,
SPA6. Quanto tempo vocês ficaram esperando para internar [NOME DO JOVEM] desde que procuraram o(a)  [NOME CITADO,1,
EM SPA1a_1n]?,1,
,0,
|___|___|___| dias (   ) 99 NÃO SABE,0,
,0,
"[SE CODIFICAR 00, SALTE PARA SPA7]",0,
,0,
,0,
,0,
"SPA6a. Durante o tempo em que ficou esperando vaga, alguém do hospital ou clínica falou com você ou com [NOME DO",1,
JOVEM] para definir o plano de internação dele?,1,
,0,
(   ) 0 Não,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
33,0,
,0,
,0,
,0,
(   ) 1 Sim,0,
,0,
(   ) 99 NÃO SABE,0,
,0,
,0,
,0,
"SPA7. No início do tratamento do(a)  [NOME DO JOVEM], foi definido um projeto terapêutico?",1,
,0,
(   ) 0 Não,0,
,0,
(   ) 1 Sim,0,
,0,
(   ) 99 NÃO SABE,0,
,0,
,0,
,0,
,0,
,0,
SPA8. O profissional responsável pelo tratamento do(a)  [NOME DO JOVEM]  no [SERVIÇO CITADO EM SPA1a_1n] era:,1,
,0,
(  ) 1 Médico,0,
,0,
(  ) 2 Psicologo,0,
,0,
(  ) 3 Enfermeiro,0,
,0,
(   ) 4 Assistente Social,0,
,0,
(   ) 5 Terapeuta Ocupacional,0,
,0,
(   ) Outros: Especifique: __________________________________,0,
,0,
,0,
,0,
[SE JOVEM AINDA ESTIVER EM TRATAMENTO – SV1d2=00/0000 – SALTE PARA SPA11],0,
,0,
,0,
,0,
SPA9. Por qual motivo [NOME DO JOVEM] não está mais internado no(a) [NOME CITADO EM SPA1a_1n]?,1,
,0,
[LEIA AS ALTERNATIVAS E CODIFIQUE TODAS AS RESPOSTAS],1,
,0,
NÃO SIM NÃO SABE,1,
,0,
SPA9a. Ele(a) melhorou?,1,
,0,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA9b. O projeto terapêutico foi completado?,1,
,0,
[SE SPA9a =1 OU SPA9b =1  SALTE PARA SPA10],0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA9c. Ele(a) mostrou pouca melhora?,1,
,0,
"[SE SIM, SALTE PARA SPA10]",0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA9d. Você teve experiências negativas com os responsáveis pelo,1,
,0,
tratamento?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
"SPA9e. [NOME DO JOVEM] foi mal tratado(a) ou tratado(a) injustamente,",1,
,0,
de propósito?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA9f. O(A) terapeuta(a) saiu ou foi afastado do serviço? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA9g. O(A) [NOME DO JOVEM] se sentiu deslocado dentro do local de,1,
,0,
tratamento?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA9h. Você não gostou da equipe do(a) [NOME CITADO EM,1,
,0,
SPA1a_1n]?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
"SPA9i. Aconteceram problemas relacionados a falta de tempo, mudanças",1,
,0,
de horário ou falta de transporte?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA9j. Você ou [NOME DO JOVEM] se mudaram? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA9k. Você não podia pagar pelo tratamento? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA9l. O convênio médico limitou o tempo de tratamento? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA9m. Seus familiares ou amigos reagiram de forma negativa em,1,
,0,
relação ao tratamento?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
,0,
,0,
SPA10. Quem decidiu que [NOME DO JOVEM]  deveria deixar o(a)  [SERVIÇO CITADO EM SPA1a_1n]?,1,
,0,
NÃO SIM NÃO SABE,0,
,0,
SPA10a. Foi o(a) terapeuta do(a) [NOME DO JOVEM]? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA10b. Foi você? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA10c. Foi [NOME DO JOVEM]? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA10d. Foi alguma outra pessoa? (   ) 0 (   ) 1 (   ) 8,1,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
34,0,
,0,
,0,
,0,
"[SE SIM, ESPECIFIQUE]:",0,
,0,
____________________________________,0,
,0,
SPA10e. [NOME DO JOVEM] recebeu algum tratamento em saúde mental,1,
,0,
num período de trinta dias depois de deixar o hospital psiquiátrico ou a,1,
,0,
clínica psiquiátrica?,1,
,0,
"[SE NÃO, SALTE PARA SPA11]",0,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA10f. Esse tratamento foi indicado pelos funcionários do hospital ou,1,
,0,
clínica?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
,0,
,0,
SPA10g. Quão bem a equipe de saúde acompanhou [NOME DO JOVEM] depois que ele deixou o hospital ou clínica?,1,
,0,
(   ) 1 Não muito bem;    (   ) 2 Bem;    (   ) 3 Muito bem;    (   ) 99 NÃO SABE,0,
,0,
,0,
,0,
"SPA11. Agora, pensando a respeito da internação mais recente:",1,
,0,
Não muito,1,
bem,1,
,0,
Bem Muito Bem NÃO SABE,1,
,0,
SPA11a. Quanto o tratamento oferecido,1,
,0,
para[NOME DO JOVEM] atingiu as necessidades,1,
,0,
dele?,1,
,0,
(   ) 1 (   ) 2 (   ) 3 (   ) 8,0,
,0,
SPA11b. Quão bem a equipe do serviço explicou,1,
,0,
para você quais eram os problemas e os,1,
,0,
tratamentos oferecidos para [NOME DO JOVEM]?,1,
,0,
(   ) 1 (   ) 2 (   ) 3 (   ) 8,0,
,0,
,0,
,0,
"SPA12. Na sua opinião, quanto [NOME DO JOVEM] melhorou com o tratamento recebido no [SERVIÇO CITADO EM",1,
SPA1a_1n]?,1,
,0,
(   ) 1 Nem um pouco;    (   ) 2 Um pouco;    (   ) 3 Muito;    (   ) 99 NÃO SABE,0,
,0,
,0,
,0,
[SE JOVEM  AINDA ESTIVER EM TRATAMENTO – SV1d2=00/0000 – FINALIZE O SUPLEMENTO e pule para SV2a,0,
,0,
,0,
,0,
SPA13. Quem pagou pelo tratamento do(a) [NOME DO JOVEM] no(a) [SERVIÇO CITADO EM SPA1a_1n]?,1,
,0,
(   ) 1 Serviço público    [SALTE PARA SPA13b],0,
,0,
(   ) 2 Plano de saúde particular  [↓ SPA13a],0,
,0,
(   ) 3 Plano de saúde da empresa   [SALTE PARA SPA13b],0,
,0,
(   ) 4 Você ou alguém da família  [SALTE PARA SPA14],0,
,0,
(   ) 99 NÃO SABE   [FINALIZE O SUPLEMENTO e pule para SV2a],0,
,0,
,0,
,0,
SPA13a. Qual o valor da mensalidade do plano de saúde do(a) [NOME DO JOVEM]?,1,
,0,
"R$ _________________________________   [SE NÃO SABE, CODIFIQUE 8888]",1,
,0,
[CODIFIQUE E SALTE PARA SPA15],0,
,0,
,0,
,0,
,0,
,0,
"SPA13b. Mesmo sendo [serviço público/plano de saúde], você teve, ou terá que pagar alguma coisa do seu próprio",1,
,0,
bolso?,1,
,0,
(   ) 0 Não   [SALTE PARA SV2a],0,
,0,
(   ) 1 Sim                           [CONTINUE EM SPA14],0,
,0,
(   ) 99 NÃO SABE [SALTE PARA SV2a],0,
,0,
,0,
,0,
"SPA14. Quanto você ou alguém da sua família pagou, ou vai pagar  do próprio bolso pelo tratamento do(a) [NOME",1,
,0,
DO JOVEM] [SERVIÇO CITADO EM SPA1a_1n]?,1,
,0,
"R$ _____________________________   [SE NÃO SABE, CODIFIQUE 8888 E CONTINUE A PARTIR DE SPA14a]",1,
,0,
[CODIFIQUE E SALTE PARA SPA15],0,
,0,
,0,
,0,
SPA14a. Você não sabe porque:  [CODIFIQUE A PRIMEIRA RESPOSTA SIM],1,
,0,
(   ) 1 Ainda não recebeu a conta,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
35,0,
,0,
,0,
,0,
(   ) 2 Você não sabe o valor exato,0,
,0,
(   ) 3 A conta será paga por outra pessoa,0,
,0,
(   ) 99 NÃO SABE,0,
,0,
,0,
,0,
"SPA15. Você será reembolsada pelas despesas com a última internação do [NOME DO JOVEM]? Se sim, receberá todo o valor",1,
pago ou apenas uma parte?,1,
,0,
(   ) 0 Não   [FINALIZE O SUPLEMENTO e pule para SV2a],0,
,0,
(   ) 1 Uma Parte,0,
,0,
(   ) 2 Valor Integral,0,
,0,
(   ) 99 NÃO SABE [FINALIZE O SUPLEMENTO e pule para SV2a],0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
SPA16. Quem irá te reembolsar pelo que você pagou?,1,
,0,
NÃO SIM NÃO SABE,0,
,0,
"SPA16a. O serviço é público, como parte do",1,
,0,
SUS?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPA16b. Plano de saúde particular? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA16c. Plano de saúde da empresa? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA16d. Você ou alguém da sua família? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPA16e. Alguma outra fonte?,1,
,0,
"[SE SIM, ESPECIFIQUE] :",0,
,0,
_______________________________________,0,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
Fim do Suplemento SV1,0,
,0,
,0,
"SV2a. Desde a última entrevista, alguma vez [NOME DO JOVEM] passou a noite em um leito psiquiátrico em hospital geral?",1,
(   ) 0  Não   SV3a,0,
(   ) 1  Sim ↓ SV2b.,0,
(   ) 99 NÃO SABE   SV3a,0,
,0,
,0,
SV2b. Que idade [NOME DO JOVEM]  tinha na primeira vez em que passou a noite em um leito psiquiátrico em hospital,1,
"geral, desde a última entrevista?",1,
|__|__|anos. (   ) 99 NÃO SABE,0,
,0,
,0,
SV2c. [NOME DO JOVEM] passou a noite em leito psiquiátrico em hospital geral nos últimos doze meses?,1,
(   ) 0  Não   SV3a,0,
(   ) 1  Sim ↓ SV2d1,0,
,0,
(   ) 99 NÃO SABE   SV3a,0,
,0,
,0,
"SV2d1. Pensando nos últimos doze meses, quando começou o período de internação do(a) [NOME DO JOVEM] no",1,
leito psiquiátrico em hospital geral (mês/ano)?,1,
|__|__| / |__|__|__|__| (mês/ano). (   ) 99 NÃO SABE,0,
,0,
SV2d2. [PERGUNTE SE O(A) JOVEM AINDA ESTÁ EM TRATAMENTO NO SERVIÇO/COM O(A) PROFISSIONAL.,1,
SE,1,
"SIM, CODIFIQUE 00/000; SE NÃO, PERGUNTE:] Pensando nos últimos doze meses, quando terminou o período de",1,
internação do(a) [NOME DO JOVEM] no leito psiquiátrico em hospital geral (mês/ano)?,1,
|__|__| / |__|__|__|__| (mês/ano). (   ) 99 NÃO SABE,0,
,0,
,0,
,0,
,0,
Aplicar Suplemento SV2,0,
,0,
,0,
,0,
SUPLEMENTO SV2 – INTERNAÇÃO EM LEITO PSIQUIÁTRICO EM HOSPITAL GERAL,0,
,0,
,0,
"SPB1. Durante os últimos doze meses, quantas vezes [NOME DO JOVEM] ficou internado, por pelo menos uma noite,",1,
,0,
em um leito psiquiátrico em um hospital geral?,1,
,0,
|___|___|___| (    ) 99 NÃO SABE,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
36,0,
,0,
,0,
,0,
,0,
,0,
SPB1a. Qual o nome e endereço do leito psiquiátrico em um hospital geral em que [NOME DO JOVEM] ficou internado nos,1,
"últimos doze meses? [SE MAIS DE UM, COMECE PELO MAIS RECENTE]",1,
,0,
,0,
SPB1a_1n. Nome:_____________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPB1a_1e. Endereço; cidade/estado:,1,
,0,
____________________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPB1a_2n. Nome:_____________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPB1a_2e. Endereço; cidade/estado:,1,
,0,
____________________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPB1a_3n. Nome:_____________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
SPB1a_3e. Endereço; cidade/estado:,1,
,0,
____________________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
SPB2. Quantas noites [NOME DO JOVEM] passou em um leito psiquiátrico em um hospital geral durante os últimos doze,1,
,0,
meses? |___|___|___| (    ) 99 NÃO SABE,0,
,0,
,0,
,0,
SPB3. Quais foram os problemas emocionais ou de comportamento mais importantes que levaram [NOME DO JOVEM] a ficar,1,
,0,
internado(a) em [SERVIÇO CITADO EM SPB1a_1n]? [REGISTRAR ATÉ TRÊS],1,
,0,
,0,
,0,
SPB3a. _____________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
SPB3b. _____________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
SPB3c. _____________________________________________________________________________________ (   ) 99 NS,1,
,0,
,0,
,0,
"SPB4. Quem encaminhou [NOME DO JOVEM], ou disse para você levar [NOME DO JOVEM] para o(a) [SERVIÇO CITADO EM",1,
,0,
SPB1a_1n]? [LEIA TODAS AS ALTERNATIVAS E REGISTRE TODAS AS RESPOSTAS AFIRMATIVAS],1,
,0,
"(   ) 0  Escola ou professora;   (   ) 1 Amigo ou vizinho;   (   ) 2 Juiz, conselho tutelar ou polícia;   (   ) 3 Assistente social;",0,
,0,
"(   ) 4 Psiquiatra ou psicólogo;   (   ) 5 Pediatra ou médico de família;   (   ) 6 Padre, pastor ou outro líder religioso;",0,
,0,
"(   ) 7 Ninguém;   (   ) 8 Outros, especifique: _____________________________________________ ;   (   ) 99 NÃO SABE",0,
,0,
,0,
,0,
"SPB5. Agora eu vou ler uma lista de tipos de tratamento, serviços e programas de aconselhamento que podem ser oferecidos",1,
,0,
em um leito psiquiátrico em um hospital geral.,1,
,0,
Na última vez que [NOME DO JOVEM] foi internado(a) em um,1,
,0,
hospital psiquiátrico ou em uma clínica psiquiátrica ele:,1,
NÃO SIM NÃO SABE,1,
,0,
SPB5a. Participou de terapia ou aconselhamento? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPB5b. Havia um profissional que coordenava o tratamento que,1,
,0,
ele recebia?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPB5c. [NOME DO JOVEM] recebeu algum medicamento? (   ) 0 (   ) 1 (   ) 8,1,
,0,
SPB5d. Realizou alguma avaliação ou teste? (   ) 0 (   ) 1 (   ) 8,1,
,0,
"SPB5e. Você ou alguém da sua família recebeu conselho,",1,
,0,
treinamento ou orientação sobre como lidar com [NOME DO,1,
,0,
JOVEM]?,1,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPB5f. Você ou alguém da sua família recebeu conselho ou,1,
,0,
terapia para ajudar no relacionamento com outros membros da,1,
,0,
família?,1,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPB5g. Você ou alguém da sua família recebeu terapia ou,1,
,0,
"conselho sobre como lidar com seus próprios problemas,",1,
,0,
preocupações ou estresse?,1,
,0,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
SPB5h. Você ou alguém da sua família recebeu ajuda com o,1,
,0,
"aluguel, apoio financeiro, alimentos, roupa ou moradia?",1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
,0,
,0,
,0,
,0,
,0,
,0,
37,0,
,0,
,0,
,0,
SPB5i. Você ou alguém da sua família recebeu algum outro,1,
,0,
serviço?,1,
(   ) 0 (   ) 1 (   ) 8,0,
,0,
"SE SIM, ESPECIFIQUE: ___________________________________________________________",1,
,0,
